	Артикул	Наименование	Количество	Единица измерения	Цена для конечного пользователя, руб.	Стоимость для конечного пользователя, руб.	Примечания	Дата выдачи КП	Номер КП	Проектная скидка	"Цена с проектной скидкой,
  руб."	"Стоимость с проектной скидкой,
  руб."	Стандартная скидка	"Цена со стандартной скидкой,
  руб."	"Стоимость со стандартной скидкой,
  руб."	Цена для конечного пользователя, $	Стоимость для конечного пользователя, $	"Цена с проектной скидкой,
  $"	"Стоимость с проектной скидкой,
  $"	Цена для конечного пользователя, руб	Стоимость для конечного пользователя, руб	Цена с проектной скидкой, руб	Стоимость с проектной скидкой, руб	Цена , руб.	Стоимость руб.	проектная скидка	Цена со скидкой, руб.	Стоимость со скидкой, руб.	Цена для конечного пользователя, €	Стоимость для конечного пользователя, €	Цена с проектной скидкой, €	Стоимость с проектной скидкой, €	Скидка для конечного пользователя	Цена для конечного пользователя со скидкой, руб.	Стоимость для конечного пользователя со скидкой, руб.	Цена со специальной скидкой, $	Стоимость со специальной скидкой, $	"Цена с проектной скидкой,
  €"	"Стоимость с проектной скидкой,
  €"	"Цена,
  руб. "	скидка	цена со скидкой	стоимость со скидкой	Цена для конечного пользователя, Руб.	Стоимость для конечного пользователя, Руб.	"Цена с проектной скидкой,
  Руб."	"Стоимость с проектной скидкой,
  Руб."	Стоимость , руб.	Unnamed: 6	 руб.	спец ЕНДЮЗЕР	Цена со скидкой от , руб.	Входная стоимость	Стоимость для конечного пользователя, $.	"Цена с проектной скидкой,
  $."	"Стоимость с проектной скидкой,
  $."	"Ширина
мм"	"Глубина
мм"	Высота мм	Масса, кг	Unnamed: 2	Цена для конечного пользователя, $.
4766	C3.PV2113	Блок распред.пит. C3 верт., 42U, 1 фаза, 32А, C13-36, C19-6, 2 авт., вх.IEC309, каб.2,5м., черный	5.0	шт.	44900.0	224500.0		24.08.2022	4926	0.33	30100.0	150500.0																																																		
4767	C3.MM0400	Модуль монитор. C3, 4 порта датч.	1.0	шт.	151400.0	151400.0		24.08.2022	4928				0.17	125700.0	125700.0																																															
4768	C3.MS4102	Комплект контроля доступа, 2 эл.мех. замка, 2 датч. открывания двери, 2 карты доступа	1.0	шт.	96700.0	96700.0		24.08.2022	4928				0.17	80300.0	80300.0																																															
4769	C3.MS4102	монтаж системы СКУД на шкаф	1.0	шт.	12000.0	12000.0		24.08.2022	4928				0.17	9960.0	9960.0																																															
4770	C3.PS4001	БРП управляемый C3, 1 фаза, 16А, С13-20, С19-4, 1 авт., вх.С20, каб.3м	4.0	шт.	131600.0	526400.0		24.08.2022	4930	0.33	88200.0	352800.0																																																		
4771	C3.PH1005	Блок распред.пит. C3 гориз., 1U, 1 фаза, 16А, С13-4, С19-2, Schuko-2, 1 авт., вх.С20	6.0	шт.	19400.0	116400.0		25.08.2022	4934	0.33	13000.0	78000.0																																																		
4772	C3.RF4202	Шкаф C3 42U 600*1200, черный, дверь перф.	9.0	шт.	178700.0	1608300.0		25.08.2022	4935	0.33	119700.0	1077300.0																																																		
4773	C3.BP2001	Панель-заглушка C3 пластик., 1U, быстросъемн.	189.0	шт.	400.0	75600.0		25.08.2022	4935	0.33	270.0	51030.0																																																		
4774	C3.PM4008	Блок распред.пит.с мониторингом C3, 3 фазы, 16А, С13-36, С19-6, 3 авт., вх.IEC 309, каб.3м	18.0	шт.	111200.0	2001600.0		25.08.2022	4935	0.33	74500.0	1341000.0																																																		
4775	C3.PM4003	Блок распред.пит.с мониторингом C3, 1 фаза, 32А, С13-36, С19-6, 2 авт., вх.IEC 309, каб.3м	0.0	шт.	104500.0	0.0		25.08.2022	4935	0.33	70000.0	0.0																																																		
4776	C3.PM0001	Датчик температура/влажность	18.0	шт.	4400.0	79200.0		25.08.2022	4935	0.33	2900.0	52200.0																																																		
4777	C3.AD4212	Комплект дверной C3, 42U, прозрачн., д/коридора 1200мм, 2 двери	1.0	шт.	261300.0	261300.0		25.08.2022	4935	0.33	196000.0	196000.0																																																		
4778	C3.AX4001	Механический синхронизатор раздвижения дверей C3	1.0	шт.	30000.0	30000.0		25.08.2022	4935	0.33	20100.0	20100.0																																																		
4779	C3.AB4202	Заглушка коридора торцевая C3, 42U, металл, д/коридора 1200мм	1.0	шт.	91500.0	91500.0		25.08.2022	4935	0.33	61300.0	61300.0																																																		
4780	C3.AR1006	Панель потолочная C3, 600*1200мм	2.0	шт.	45000.0	90000.0		25.08.2022	4935	0.33	30200.0	60400.0																																																		
4781	C3.AR1005	Панель потолочная C3, 300*1200мм	2.0	шт.	29800.0	59600.0		25.08.2022	4935	0.33	20000.0	40000.0																																																		
4782	C3.AR2006	Панель потолочная C3 с аварийным откидыванием, 600*1200мм	3.0	шт.	101800.0	305400.0		25.08.2022	4935	0.33	68200.0	204600.0																																																		
4783	C3.AR2099	Блок питания для потолочных панелей, с каб.	1.0	шт.	18400.0	18400.0		25.08.2022	4935	0.33	12300.0	12300.0																																																		
4784	C3.AX3006	Комплект изоляции крыши шкафа, универсальный, гибкий	10.0	шт.	5300.0	53000.0		25.08.2022	4935	0.33	3600.0	36000.0																																																		
4785	C3.AX3008	Комплект изоляции переднего цоколя шкафа	2.0	шт.	6200.0	12400.0		25.08.2022	4935	0.33	4200.0	8400.0																																																		
4786	C3.IX3025_15	Кондиционер прецизионный C3 25кВт, 300*2000*1200, внутрирядный, фреон, пароувлажнение, внешний блок на -40°C в компл.	4.0	шт.	4427500.0	17710000.0		25.08.2022	4935	0.33	2966500.0	11866000.0																																																		
4787	C3.RF4202	Шкаф C3 42U 600*1200, черный, дверь перф.	1.0	шт.	178700.0	178700.0		25.08.2022	4935	0.33	119700.0	119700.0																																																		
4788	C3.UM1525	Модульное шасси ИБП C3 26U д.установки 6 модулей 25кВА, Макс мощность 150кВА\кВт, LCD,  статический байпас, сервисный байпас, RS-232, RS-485, EPO, SNMPSlot, сухие контакты, с панелью автоматов ввода/вывода/мех. байпаса	1.0	шт.	787300.0	787300.0		25.08.2022	4935	0.33	527500.0	527500.0																																																		
4789	C3.UMM025	Силовой модуль C3 25 кВА, 230/400V, мультифазн., зарядное утройство 10А	6.0	шт.	416200.0	2497200.0		25.08.2022	4935	0.33	278900.0	1673400.0																																																		
4790	C3.UPN012	Встраиваемая карта SNMP с поддержкой датчика влажности и температуры	1.0	шт.	28500.0	28500.0		25.08.2022	4935	0.33	19000.0	19000.0																																																		
4791	C3.SH0615	Направляющие универсальные усиленные, 2U, регулируемые 750-1080 мм, черные	1.0	шт.	6200.0	6200.0		25.08.2022	4935	0.33	4200.0	4200.0																																																		
4792	C3.UPB060	"Батарейный кабинет C3 с АКБ 12-580W(480В):
- 40 шт. АКБ AGM HRL 12-580W (145Ач),
- комплект бат. перемычек и бат. предохранителей,
- батарейный шкаф БК800 с усиленными полками
Габариты (ШхГхВ): 800x1000х1970 мм, Вес 1950 кг"	2.0	шт.	2445400.0	4890800.0		25.08.2022	4935	0.33	1638000.0	3276000.0																																																		
4793	C3.RF4202	Шкаф C3 42U 600*1200, черный, дверь перф.	9.0	шт.	178700.0	1608300.0		25.08.2022	4935	0.33	119700.0	1077300.0																																																		
4794	C3.BP2001	Панель-заглушка C3 пластик., 1U, быстросъемн.	189.0	шт.	400.0	75600.0		25.08.2022	4935	0.33	270.0	51030.0																																																		
4795	C3.PM4008	Блок распред.пит.с мониторингом C3, 3 фазы, 16А, С13-36, С19-6, 3 авт., вх.IEC 309, каб.3м	18.0	шт.	111200.0	2001600.0		25.08.2022	4935	0.33	74500.0	1341000.0																																																		
4796	C3.PM4003	Блок распред.пит.с мониторингом C3, 1 фаза, 32А, С13-36, С19-6, 2 авт., вх.IEC 309, каб.3м	0.0	шт.	104500.0	0.0		25.08.2022	4935	0.33	70000.0	0.0																																																		
4797	C3.PM0001	Датчик температура/влажность	18.0	шт.	4400.0	79200.0		25.08.2022	4935	0.33	2900.0	52200.0																																																		
4798	C3.AD4212	Комплект дверной C3, 42U, прозрачн., д/коридора 1200мм, 2 двери	1.0	шт.	261300.0	261300.0		25.08.2022	4935	0.33	196000.0	196000.0																																																		
4799	C3.AX4001	Механический синхронизатор раздвижения дверей C3	1.0	шт.	30000.0	30000.0		25.08.2022	4935	0.33	20100.0	20100.0																																																		
4800	C3.AB4202	Заглушка коридора торцевая C3, 42U, металл, д/коридора 1200мм	1.0	шт.	91500.0	91500.0		25.08.2022	4935	0.33	61300.0	61300.0																																																		
4801	C3.AR1006	Панель потолочная C3, 600*1200мм	2.0	шт.	45000.0	90000.0		25.08.2022	4935	0.33	30200.0	60400.0																																																		
4802	C3.AR1005	Панель потолочная C3, 300*1200мм	2.0	шт.	29800.0	59600.0		25.08.2022	4935	0.33	20000.0	40000.0																																																		
4803	C3.AR2006	Панель потолочная C3 с аварийным откидыванием, 600*1200мм	4.0	шт.	101800.0	407200.0		25.08.2022	4935	0.33	68200.0	272800.0																																																		
4804	C3.AR2099	Блок питания для потолочных панелей, с каб.	1.0	шт.	18400.0	18400.0		25.08.2022	4935	0.33	12300.0	12300.0																																																		
4805	C3.AX3006	Комплект изоляции крыши шкафа, универсальный, гибкий	12.0	шт.	5300.0	63600.0		25.08.2022	4935	0.33	3600.0	43200.0																																																		
4806	C3.AX3008	Комплект изоляции переднего цоколя шкафа	2.0	шт.	6200.0	12400.0		25.08.2022	4935	0.33	4200.0	8400.0																																																		
4807	C3.IX3025_15	Кондиционер прецизионный C3 25кВт, 300*2000*1200, внутрирядный, фреон, пароувлажнение, внешний блок на -40°C в компл.	4.0	шт.	4427500.0	17710000.0		25.08.2022	4935	0.33	2966500.0	11866000.0																																																		
4808	C3.RF4202	Шкаф C3 42U 600*1200, черный, дверь перф.	3.0	шт.	178700.0	536100.0		25.08.2022	4935	0.33	119700.0	359100.0																																																		
4809	C3.UM1525	Модульное шасси ИБП C3 26U д.установки 6 модулей 25кВА, Макс мощность 150кВА\кВт, LCD,  статический байпас, сервисный байпас, RS-232, RS-485, EPO, SNMPSlot, сухие контакты, с панелью автоматов ввода/вывода/мех. байпаса	1.0	шт.	787300.0	787300.0		25.08.2022	4935	0.33	527500.0	527500.0																																																		
4810	C3.UMM025	Силовой модуль C3 25 кВА, 230/400V, мультифазн., зарядное утройство 10А	6.0	шт.	416200.0	2497200.0		25.08.2022	4935	0.33	278900.0	1673400.0																																																		
4811	C3.UPN012	Встраиваемая карта SNMP с поддержкой датчика влажности и температуры	1.0	шт.	28500.0	28500.0		25.08.2022	4935	0.33	19000.0	19000.0																																																		
4812	C3.SH0615	Направляющие универсальные усиленные, 2U, регулируемые 750-1080 мм, черные	1.0	шт.	6200.0	6200.0		25.08.2022	4935	0.33	4200.0	4200.0																																																		
4813	C3.SH0308	"Полка 19"" усиленная, перфорированная, 750мм, 300 кг, серая"	10.0	шт.	6400.0	64000.0		25.08.2022	4935	0.33	4300.0	43000.0																																																		
4814	C3.UPB060_1	"Батарейная емкость C3 12-580W(480В):
- 40 шт. АКБ AGM HRL 12-580W (145Ач),
- комплект бат. перемычек и бат. предохранителей,"	1.0	шт.	2445400.0	2445400.0		25.08.2022	4935	0.33	1638000.0	1638000.0																																																		
4815	C3.RF4202	Шкаф C3 42U 600*1200, черный, дверь перф.	44.0	шт.	178700.0	7862800.0		18.10.2022	4938	0.33	119700.0	5266800.0																																																		
4816	C3.RF4209	Шкаф C3 42U 800*1200, черный, дверь перф.	8.0	шт.	204200.0	1633600.0		18.10.2022	4938	0.33	136800.0	1094400.0																																																		
4817	C3.OV2001	Органайзер кабельный C3 верт., 8 металл.колец, 17U, (1компл.=2шт.)	0.0	шт.	16200.0	0.0		18.10.2022	4938	0.33	10850.0	0.0																																																		
4818	C3.BP2001	Панель-заглушка C3 пластик., 1U, быстросъемн.	0.0	шт.	400.0	0.0		18.10.2022	4938	0.33	270.0	0.0																																																		
4819	C3.PM4004	Блок распред.пит.с мониторингом C3, 3 фазы, 16А, С13-24, С19-6, разъем.с фикс, 3 авт., вх.IEC 309, каб.3м	0.0	шт.	106200.0	0.0		18.10.2022	4938	0.33	71200.0	0.0																																																		
4820	C3.PM0001	Датчик температура/влажность	0.0	шт.	4400.0	0.0		18.10.2022	4938	0.33	2900.0	0.0																																																		
4821	C3.IX6046	Кондиционер прецизионный C3 46кВт, 600*2000*1200, внутрирядный, фреон, пароувлажнение, водяное охлаждение конденсатора	6.0	шт.	3803073.120000001	22818438.720000006		18.10.2022	4938	0.33	2548000.0	15288000.0																																																		
4822	C3.IX6046_1	Кондиционер прецизионный C3 46кВт, 600*2000*1200, внутрирядный, фреон, водяное охлаждение конденсатора	6.0	шт.	3597501.600000001	21585009.600000005		18.10.2022	4938	0.33	2410000.0	14460000.0																																																		
4823	C3.VDD6TI904.1DD48	Сухая градирня в низкотемпературном исполнении до -50С, 525кВт	2.0	шт.	14000000.0	28000000.0		18.10.2022	4938	0.33	9379999.999999998	18759999.999999996																																																		
4824	C3.UM5050	"Системный шкаф C3
-Силовой шкаф для установки до 10 силовых блоков 50кВА,
- Плата «сухих контактов» в комплекте,
- Статический и сервисный байпасы,
- LCD, RS-232, RS-485, EPO, SNMPSlot
Габариты (ШхГхВ): 1300 x 1100 x 2000 мм. Вес: 810 кг"	6.0	шт.	3046900.0	18281400.0		18.10.2022	4938	0.33	2041500.0	12249000.0																																																		
4825	C3.UMM050_1	Силовой модуль C3 50кВА/50кВт, 230/400В	54.0	шт.	577300.0	31174200.0		18.10.2022	4938	0.33	387000.0	20898000.0																																																		
4826	C3.UPN012	Встраиваемая карта SNMP с поддержкой датчика влажности и температуры	6.0	шт.	28500.0	171000.0		18.10.2022	4938	0.33	19000.0	114000.0																																																		
4827	C3.UPB060	"Батарейный кабинет C3 с АКБ 12-580W(480В):
- 40 шт. АКБ AGM HRL 12-580W (145Ач),
- комплект бат. перемычек и бат. предохранителей,
- батарейный шкаф БК800 с усиленными полками
Габариты (ШхГхВ): 800x1000х1970 мм, Вес 1950 кг"	12.0	шт.	2445400.0	29344800.0		18.10.2022	4938	0.33	1638500.0	19662000.0																																																		
4828	C3.UPX019	"Объединительный щит ЩБ-2500А-IP31-УХЛ4
Габариты (ШхГхВ): 2800 х 800 х 2100 мм"	2.0	шт.	8226300.0	16452600.0		18.10.2022	4938	0.33	5511000.0	11022000.0																																																		
4829	C3.UPX020	Модули для параллельного подключения силовых шкафов	6.0	шт.	95600.0	573600.0		18.10.2022	4938	0.33	64000.0	384000.0																																																		
4830	C3.UM5050	"Системный шкаф C3
-Силовой шкаф для установки до 10 силовых блоков 50кВА,
- Плата «сухих контактов» в комплекте,
- Статический и сервисный байпасы,
- LCD, RS-232, RS-485, EPO, SNMPSlot
Габариты (ШхГхВ): 1300 x 1100 x 2000 мм. Вес: 810 кг"	2.0	шт.	3046900.0	6093800.0		18.10.2022	4938	0.33	2041500.0	4083000.0																																																		
4831	C3.UMM050_1	Силовой модуль C3 50кВА/50кВт, 230/400В	18.0	шт.	577300.0	10391400.0		18.10.2022	4938	0.33	387000.0	6966000.0																																																		
4832	C3.UPN012	Встраиваемая карта SNMP с поддержкой датчика влажности и температуры	2.0	шт.	28500.0	57000.0		18.10.2022	4938	0.33	19000.0	38000.0																																																		
4833	C3.UPB084	"Батарейный шкаф C3 с АКБ 12-535W (552 В):

- 46 шт. АКБ AGM HRL 12-535W (150Ач), срок службы АКБ 12 лет
- комплект соединительных перемычек и предохранителей
- батарейный шкаф БК1500 с усиленными полками 
Габариты (ШхГхВ): 1500 x 800 х 1800 мм; Вес: 2 528 кг."	4.0	шт.	3111700.0	12446800.0		18.10.2022	4938	0.33	2085000.0	8340000.0																																																		
4834	C3.AD4212	Комплект дверной C3, 42U, прозрачн., д/коридора 1200мм, 2 двери	2.0	шт.	261300.0	522600.0		18.10.2022	4938	0.33	175100.0	350200.0																																																		
4835	C3.AX4001	Механический синхронизатор раздвижения дверей C3	2.0	шт.	30000.0	60000.0		18.10.2022	4938	0.33	20100.0	40200.0																																																		
4836	C3.AB4202	Заглушка коридора торцевая C3, 42U, металл, д/коридора 1200мм	2.0	шт.	91500.0	183000.0		18.10.2022	4938	0.33	61300.0	122600.0																																																		
4837	C3.AR1006	Панель потолочная C3, 600*1200мм	12.0	шт.	45000.0	540000.0		18.10.2022	4938	0.33	30200.0	362400.0																																																		
4838	C3.AR1008	Панель потолочная C3, 800*1200мм	4.0	шт.	53900.0	215600.0		18.10.2022	4938	0.33	36100.0	144400.0																																																		
4839	C3.AR2006	Панель потолочная C3 с аварийным откидыванием, 600*1200мм	16.0	шт.	101800.0	1628800.0		18.10.2022	4938	0.33	68200.0	1091200.0																																																		
4840	C3.AR2099	Блок питания для потолочных панелей, с каб.	2.0	шт.	18400.0	36800.0		18.10.2022	4938	0.33	12300.0	24600.0																																																		
4841	C3.AX3006	Комплект изоляции крыши шкафа, универсальный, гибкий	52.0	шт.	5300.0	275600.0		18.10.2022	4938	0.33	3600.0	187200.0																																																		
4842	C3.AX3008	Комплект изоляции переднего цоколя шкафа	4.0	шт.	6200.0	24800.0		18.10.2022	4938	0.33	4200.0	16800.0																																																		
4843	C3.RF4202	Шкаф C3 42U 600*1200, черный, дверь перф.	44.0	шт.	178700.0	7862800.0		18.10.2022	4938	0.33	119700.0	5266800.0																																																		
4844	C3.RF4209	Шкаф C3 42U 800*1200, черный, дверь перф.	8.0	шт.	204200.0	1633600.0		18.10.2022	4938	0.33	136800.0	1094400.0																																																		
4845	C3.OV2001	Органайзер кабельный C3 верт., 8 металл.колец, 17U, (1компл.=2шт.)	52.0	шт.	16200.0	842400.0		18.10.2022	4938	0.33	10850.0	564200.0																																																		
4846	C3.BP2001	Панель-заглушка C3 пластик., 1U, быстросъемн.	0.0	шт.	400.0	0.0		18.10.2022	4938	0.33	270.0	0.0																																																		
4847	C3.PM4004	Блок распред.пит.с мониторингом C3, 3 фазы, 16А, С13-24, С19-6, разъем.с фикс, 3 авт., вх.IEC 309, каб.3м	0.0	шт.	106200.0	0.0		18.10.2022	4938	0.33	71200.0	0.0																																																		
4848	C3.PM0001	Датчик температура/влажность	0.0	шт.	4400.0	0.0		18.10.2022	4938	0.33	2900.0	0.0																																																		
4849	C3.CX0055_3	Кондиционер прецизионный C3 55кВт, 2020*1998*890, шкафной, фреон, внешн.блок в компл. пароувлажнение, фрикулинг	4.0	шт.	6282500.0	25130000.0		18.10.2022	4938	0.33	4209000.0	16836000.0																																																		
4850	C3.CX0055_4	Кондиционер прецизионный C3 55кВт, 2020*1998*890, шкафной, фреон, внешн.блок в компл. , фрикулинг	4.0	шт.	6020000.0	24080000.0		18.10.2022	4938	0.33	4033000.0	16132000.0																																																		
4851	C3.BDMTIW902s.2CD24	Сухая градирня в низкотемпературном исполнении до -50С	8.0	шт.	8242500.0	65940000.0		18.10.2022	4938	0.33	5522000.0	44176000.0																																																		
4852	C3.UM5050	"Системный шкаф C3
-Силовой шкаф для установки до 10 силовых блоков 50кВА,
- Плата «сухих контактов» в комплекте,
- Статический и сервисный байпасы,
- LCD, RS-232, RS-485, EPO, SNMPSlot
Габариты (ШхГхВ): 1300 x 1100 x 2000 мм. Вес: 810 кг"	6.0	шт.	3046900.0	18281400.0		18.10.2022	4938	0.33	2041500.0	12249000.0																																																		
4853	C3.UMM050_1	Силовой модуль C3 50кВА/50кВт, 230/400В	54.0	шт.	577300.0	31174200.0		18.10.2022	4938	0.33	387000.0	20898000.0																																																		
4854	C3.UPN012	Встраиваемая карта SNMP с поддержкой датчика влажности и температуры	6.0	шт.	28500.0	171000.0		18.10.2022	4938	0.33	19000.0	114000.0																																																		
4855	C3.UPB060	"Батарейный кабинет C3 с АКБ 12-580W(480В):
- 40 шт. АКБ AGM HRL 12-580W (145Ач),
- комплект бат. перемычек и бат. предохранителей,
- батарейный шкаф БК800 с усиленными полками
Габариты (ШхГхВ): 800x1000х1970 мм, Вес 1950 кг"	12.0	шт.	2445400.0	29344800.0		18.10.2022	4938	0.33	1638500.0	19662000.0																																																		
4856	C3.UPX019	"Объединительный щит ЩБ-2500А-IP31-УХЛ4
Габариты (ШхГхВ): 2800 х 800 х 2100 мм"	2.0	шт.	8226300.0	16452600.0		18.10.2022	4938	0.33	5511000.0	11022000.0																																																		
4857	C3.UPX020	Модули для параллельного подключения силовых шкафов	6.0	шт.	95600.0	573600.0		18.10.2022	4938	0.33	64000.0	384000.0																																																		
4858	C3.UM5050	"Системный шкаф C3
-Силовой шкаф для установки до 10 силовых блоков 50кВА,
- Плата «сухих контактов» в комплекте,
- Статический и сервисный байпасы,
- LCD, RS-232, RS-485, EPO, SNMPSlot
Габариты (ШхГхВ): 1300 x 1100 x 2000 мм. Вес: 810 кг"	2.0	шт.	3046900.0	6093800.0		18.10.2022	4938	0.33	2041500.0	4083000.0																																																		
4859	C3.UMM050_1	Силовой модуль C3 50кВА/50кВт, 230/400В	18.0	шт.	577300.0	10391400.0		18.10.2022	4938	0.33	387000.0	6966000.0																																																		
4860	C3.UPN012	Встраиваемая карта SNMP с поддержкой датчика влажности и температуры	2.0	шт.	28500.0	57000.0		18.10.2022	4938	0.33	19000.0	38000.0																																																		
4861	C3.UPB084	"Батарейный шкаф C3 с АКБ 12-535W (552 В):

- 46 шт. АКБ AGM HRL 12-535W (150Ач), срок службы АКБ 12 лет
- комплект соединительных перемычек и предохранителей
- батарейный шкаф БК1500 с усиленными полками 
Габариты (ШхГхВ): 1500 x 800 х 1800 мм; Вес: 2 528 кг."	4.0	шт.	3111700.0	12446800.0		18.10.2022	4938	0.33	2085000.0	8340000.0																																																		
4862	C3.AD4218	Комплект дверной C3, 42U, прозрачн., д/коридора 1800мм, 2 двери	4.0	шт.	261300.0	1045200.0		18.10.2022	4938	0.33	175100.0	700400.0																																																		
4863	C3.AX4001	Механический синхронизатор раздвижения дверей C3	4.0	шт.	30000.0	120000.0		18.10.2022	4938	0.33	20100.0	80400.0																																																		
4864	C3.AR1024	Панель потолочная C3, 600*1800мм	10.0	шт.	54000.0	540000.0		18.10.2022	4938	0.33	36200.0	362000.0																																																		
4865	C3.AR1023	Панель потолочная C3, 800*1800мм	4.0	шт.	64500.0	258000.0		18.10.2022	4938	0.33	43200.0	172800.0																																																		
4866	C3.AR2022	Панель потолочная C3 с аварийным откидыванием, 600*1800мм	12.0	шт.	123900.0	1486800.0		18.10.2022	4938	0.33	83000.0	996000.0																																																		
4867	C3.AR2099	Блок питания для потолочных панелей, с каб.	2.0	шт.	18400.0	36800.0		18.10.2022	4938	0.33	12300.0	24600.0																																																		
4868	C3.SH1001	Полка д/размещ.оборуд.C3 стационарная, 1U, 125 кг	1.0	шт.	4700.0	4700.0		26.08.2022	4941	0.33	3150.0	3150.0																																																		
4869	C3.RO3363	Стойка открытая серверная двухрамная С3 33U, глубина до 1000мм, черная	2.0	шт.	37100.0	74200.0		26.08.2022	4942	0.33	24900.0	49800.0																																																		
4870	C3.UM3015	Модульное шасси ИБП C3 7U д.установки 2 модулей 15кВА, макс мощность 30кВА\кВт, LCD,  статический байпас, сервисный байпас, RS-232, RS-485, EPO, SNMPSlot, сухие контакты	2.0	шт.	382400.0	764800.0		26.08.2022	4942	0.33	256200.0	512400.0																																																		
4871	C3.SH0613	Направляющие универсальные усиленные, 2U, регулируемые 620-760 мм, черные	2.0	шт.	5100.0	10200.0		26.08.2022	4942	0.33	3400.0	6800.0																																																		
4872	C3.UMM015	Силовой модуль C3 15 кВА, 230/400V, мультифазн., зарядное утройство 6А	4.0	шт.	310400.0	1241600.0		26.08.2022	4942	0.33	208000.0	832000.0																																																		
4873	C3.UMB005	Батарейный модуль C3, 4U, с АКБ 40*9Ач, один модуль содержит 4 кассеты	10.0	шт.	281200.0	2812000.0		26.08.2022	4942	0.33	188400.0	1884000.0																																																		
4874	C3.SH0615	Направляющие универсальные усиленные, 2U, регулируемые 750-1080 мм, черные	10.0	шт.	6200.0	62000.0		26.08.2022	4942	0.33	4200.0	42000.0																																																		
4875	C3.UMA006	Модуль C3 для параллельного подключения шины управления мультифазных ИБП	2.0	шт.	102400.0	204800.0		26.08.2022	4942	0.33	68600.0	137200.0																																																		
4876	C3.UPN012	Встраиваемая карта SNMP с поддержкой датчика влажности и температуры	2.0	шт.	28500.0	57000.0		26.08.2022	4942	0.33	19095.0	38190.0																																																		
4877	C3.RF4209	Шкаф C3 42U 800*1200, черный, дверь перф.	1.0	шт.	204200.0	204200.0		26.08.2022	4943	0.33	136800.0	136800.0																																																		
4878	C3.PV4003	Блок распред.пит. C3 верт., 1 фаза, 32А, С13-36, C19-6, 2 авт., вх.IEC 309, каб.3м	2.0	шт.	48400.0	96800.0		26.08.2022	4943	0.33	32400.0	64800.0																																																		
4879	C3.PM4008	Блок распред.пит.с мониторингом C3, 3 фазы, 16А, С13-36, С19-6, 3 авт., вх.IEC 309, каб.3м	0.0	шт.	111200.0	0.0		26.08.2022	4943	0.33	74500.0	0.0																																																		
4880	C3.PS3001	Стоечный переключатель нагрузки C3, 1U, 230В, 16А, вход C20-2, выход С13-8, C19-1	0.0	шт.	96100.0	0.0		26.08.2022	4943	0.33	64400.0	0.0																																																		
4881	C3.PS3101	Сетевая карта SNMP для переключателя нагрузки	0.0	шт.	20300.0	0.0		26.08.2022	4943	0.33	13600.0	0.0																																																		
4882	C3.PV2003	Блок распред.пит. C3 верт., 1 фаза, 32А, С13-36, C19-12, Schuko-3, 2 авт., вх.IEC 309, каб.2,5м	0.0	шт.	62100.0	0.0		26.08.2022	4943	0.33	41600.0	0.0																																																		
4883	C3.OP4201	Органайзер кабельный C3 42U вертик., с пальцами 106мм	0.0	шт.	12900.0	0.0		26.08.2022	4943	0.33	8600.0	0.0																																																		
4884	C3.OV2001	Органайзер кабельный C3 верт., 8 металл.колец, 17U, (1компл.=2шт.)	0.0	шт.	16200.0	0.0		26.08.2022	4943	0.33	10900.0	0.0																																																		
4885	C3.RF4202	Шкаф C3 42U 600*1200, черный, дверь перф.	6.0	шт.	178700.0	1072200.0		26.08.2022	4946	0.33	119700.0	718200.0																																																		
4886	C3.OV2001	Органайзер кабельный C3 верт., 8 металл.колец, 17U, (1компл.=2шт.)	12.0	шт.	16200.0	194400.0		26.08.2022	4946	0.33	10850.0	130200.0																																																		
4887	C3.TD1003	Стяжка Velcro, L=4500 мм, черная, 1 шт.	6.0	шт.	6000.0	36000.0		26.08.2022	4946	0.33	4020.0	24120.0																																																		
4888	C3.BP2001	Панель-заглушка C3 пластик., 1U, быстросъемн.	126.0	шт.	400.0	50400.0		26.08.2022	4946	0.33	270.0	34020.0																																																		
4889	C3.PM4008	Блок распред.пит.с мониторингом C3, 3 фазы, 16А, С13-36, С19-6, 3 авт., вх.IEC 309, каб.3м	12.0	шт.	111200.0	1334400.0		26.08.2022	4946	0.33	74500.0	894000.0																																																		
4890	C3.AD4212	Комплект дверной C3, 42U, прозрачн., д/коридора 1200мм, 2 двери	1.0	шт.	261300.0	261300.0		26.08.2022	4946	0.33	175100.0	175100.0																																																		
4891	C3.AB4202	Заглушка коридора торцевая C3, 42U, металл, д/коридора 1200мм	0.0	шт.	91500.0	0.0		26.08.2022	4946	0.33	61300.0	0.0																																																		
4892	C3.AX4001	Механический синхронизатор раздвижения дверей C3	1.0	шт.	30000.0	30000.0		26.08.2022	4946	0.33	20100.0	20100.0																																																		
4893	C3.AR2006	Панель потолочная C3 с аварийным откидыванием, 600*1200мм	5.0	шт.	101800.0	509000.0		26.08.2022	4946	0.33	68200.0	341000.0																																																		
4894	C3.AR2099	Блок питания для потолочных панелей, с каб.	1.0	шт.	18400.0	18400.0		26.08.2022	4946	0.33	12300.0	12300.0																																																		
4895	C3.AR1005	Панель потолочная C3, 300*1200мм	2.0	шт.	29800.0	59600.0		26.08.2022	4946	0.33	20000.0	40000.0																																																		
4896	C3.AX3002	Заглушка C3 на шкаф, металл.	4.0	шт.	17000.0	68000.0		26.08.2022	4946	0.33	11400.0	45600.0																																																		
