	Артикул	Наименование	Количество	Единица измерения	Цена для конечного пользователя, руб.	Стоимость для конечного пользователя, руб.	Примечания	Дата выдачи КП	Номер КП	Проектная скидка	"Цена с проектной скидкой,
  руб."	"Стоимость с проектной скидкой,
  руб."	Стандартная скидка	"Цена со стандартной скидкой,
  руб."	"Стоимость со стандартной скидкой,
  руб."	Цена для конечного пользователя, $	Стоимость для конечного пользователя, $	"Цена с проектной скидкой,
  $"	"Стоимость с проектной скидкой,
  $"	Цена для конечного пользователя, руб	Стоимость для конечного пользователя, руб	Цена с проектной скидкой, руб	Стоимость с проектной скидкой, руб	Цена , руб.	Стоимость руб.	проектная скидка	Цена со скидкой, руб.	Стоимость со скидкой, руб.	Цена для конечного пользователя, €	Стоимость для конечного пользователя, €	Цена с проектной скидкой, €	Стоимость с проектной скидкой, €	Скидка для конечного пользователя	Цена для конечного пользователя со скидкой, руб.	Стоимость для конечного пользователя со скидкой, руб.	Цена со специальной скидкой, $	Стоимость со специальной скидкой, $	"Цена с проектной скидкой,
  €"	"Стоимость с проектной скидкой,
  €"	"Цена,
  руб. "	скидка	цена со скидкой	стоимость со скидкой	Цена для конечного пользователя, Руб.	Стоимость для конечного пользователя, Руб.	"Цена с проектной скидкой,
  Руб."	"Стоимость с проектной скидкой,
  Руб."	Стоимость , руб.	Unnamed: 6	 руб.	спец ЕНДЮЗЕР	Цена со скидкой от , руб.	Входная стоимость	Стоимость для конечного пользователя, $.	"Цена с проектной скидкой,
  $."	"Стоимость с проектной скидкой,
  $."	"Ширина
мм"	"Глубина
мм"	Высота мм	Масса, кг	Unnamed: 2	Цена для конечного пользователя, $.
2537	C3.OV2001	Органайзер кабельный C3 верт., 8 металл.колец, 17U, (1компл.=2шт.)	0.0	шт.	16200.0	0.0		30.06.2022	4562	0.33	10900.0	0.0																																																		
2538	C3.PM0001	Датчик температура/влажность	0.0	шт.	4400.0	0.0		30.06.2022	4562	0.33	2950.0	0.0																																																		
2539	C3.BP2001	Панель-заглушка C3 пластик., 1U, быстросъемн.	0.0	шт.	400.0	0.0		30.06.2022	4562	0.33	270.0	0.0																																																		
2540	C3.CX0032_1	Кондиционер прецизионный C3 32кВт, шкафной, фреон, внешн.блок в компл. выдув вниз, пароувлажнение, низкотемпературный комплект до -40C	3.0	шт.	4416600.0	13249800.0		17.01.2023	4565	0.33	2959100.0	8877300.0																																																		
2541	C3.RF4207	Шкаф C3 42U 800*1050, черный, дверь перф.	2.0	шт.	195600.0	391200.0		30.06.2022	4566	0.33	131100.0	262200.0																																																		
2542	C3.OP4201	Органайзер кабельный C3 42U вертик., с пальцами 106мм	4.0	шт.	12900.0	51600.0		30.06.2022	4566	0.33	8640.0	34560.0																																																		
2543	C3.OV2001	Органайзер кабельный C3 верт., 8 металл.колец, 17U, (1компл.=2шт.)	4.0	шт.	16200.0	64800.0		30.06.2022	4566	0.33	10850.0	43400.0																																																		
2544	C3.RF4202	Шкаф серверный C3, полезная высота 42U, 600*1200, черный, дверь перфорированная	0.0	шт.	178700.0	0.0		30.06.2022	4566	0.33	119700.0	0.0																																																		
2545	C3.PM4008	Блок распред.пит.с мониторингом C3, 3 фазы, 16А, С13-36, С19-6, 3 авт., вх.IEC 309, каб.3м	0.0	шт.	111200.0	0.0		30.06.2022	4566	0.33	74500.0	0.0																																																		
2546	C3.PS3001	Стоечный переключатель нагрузки C3, 1U, 230В, 16А, вход C20-2, выход С13-8, C19-1	0.0	шт.	96100.0	0.0		30.06.2022	4566	0.33	64400.0	0.0																																																		
2547	C3.PS3101	Сетевая карта SNMP для переключателя нагрузки	0.0	шт.	20300.0	0.0		30.06.2022	4566	0.33	13600.0	0.0																																																		
2548	C3.PV2003	Блок распред.пит. C3 верт., 1 фаза, 32А, С13-36, C19-12, Schuko-3, 2 авт., вх.IEC 309, каб.2,5м	0.0	шт.	62100.0	0.0		30.06.2022	4566	0.33	41600.0	0.0																																																		
2549	C3.OH1003	Органайзер кабельный C3 гориз., 5 металл.колец, 1U	0.0	шт.	1400.0	0.0		30.06.2022	4566	0.33	940.0	0.0																																																		
2550	C3.BP2001	Панель-заглушка C3 пластик., 1U, быстросъемн.	0.0	шт.	400.0	0.0		30.06.2022	4566	0.33	270.0	0.0																																																		
2551	C3.PS4004	БРП управляемый C3, 3 фазы, 32А, С13-21, С19-3, 6 авт., вх.IEC 309, каб.3м	4.0	шт.	149700.0	598800.0		30.06.2022	4567				0.23	115300.0	461200.0																																															
2552	C3.PM0001	Датчик температура/влажность	0.0	шт.	4400.0	0.0		30.06.2022	4567				0.23	3390.0	0.0																																															
2553	C3.RF4207	Шкаф C3 42U 800*1050, черный, дверь перф.	6.0	шт.	198700.0	1192200.0		30.06.2022	4568	0.33	133100.0	798600.0																																																		
2554	C3.RF4202	Шкаф C3 42U 600*1200, черный, дверь перф.	44.0	шт.	181600.0	7990400.0		30.06.2022	4568	0.33	121700.0	5354800.0																																																		
2555	C3.PV2004	Блок распред.пит. C3 верт., 3 фазы, 16А, С13-24, C19-12, Schuko-3, 3 авт., вх.IEC 309, каб.2,5м	100.0	шт.	65400.0	6540000.0		30.06.2022	4568	0.33	43800.0	4380000.0																																																		
2556	C3.OH1003	Органайзер кабельный C3 гориз., 5 металл.колец, 1U	0.0	шт.	1400.0	0.0	Опционально	30.06.2022	4569																																																					
2557	C3.PA1013	Блок распред.пит. C3 гориз., 1U, 1 фаза, 16А, Schuko-9, вх.C20,каб.2,5м	0.0	шт.	8900.0	0.0	Опционально	30.06.2022	4569																																																					
2558	C3.BP2001	Панель-заглушка C3 пластик., 1U, быстросъемн.	0.0	шт.	400.0	0.0	Опционально	30.06.2022	4569																																																					
2559	C3.LA2001	Светильник стационарный C3 светодиодный, 220В, 1U	0.0	шт.	3600.0	0.0	Опционально	30.06.2022	4569																																																					
2560	C3.RO4232	Стойка открытая двухрамная C3 42U, серая	3.0	шт.	28600.0	85800.0		30.06.2022	4570	0.33	19200.0	57600.0																																																		
2561	C3.RO4732	Стойка открытая двухрамная C3 47U, серая	0.0	шт.	30100.0	0.0		30.06.2022	4570	0.33	20200.0	0.0																																																		
2562	C3.RF4802	Шкаф C3 48U 600*1200, черный, дверь перф.	12.0	шт.	186100.0	2233200.0		24.11.2022	4575	0.33	124700.0	1496400.0																																																		
2563	C3.OV2001	Органайзер кабельный C3 верт., 8 металл.колец, 17U, (1компл.=2шт.)	24.0	шт.	16200.0	388800.0		24.11.2022	4575	0.33	10850.0	260400.0																																																		
2564	C3.PV2117_1	Блок распред.пит. C3 верт., 42U, 3 фазы, 32А, C13-36, C19-6, 6 авт., вх.IEC309, каб.1,5м., черный	24.0	шт.	56000.0	1344000.0		24.11.2022	4575	0.33	37520.0	900480.0																																																		
2565	C3.CE2013	Щеточный ввод для информационных кабелей в крышу шкафа C3.RF, черный	76.0	шт.	980.0	74480.0		24.11.2022	4575	0.33	656.6	49901.6																																																		
2566	C3.PM4008	Блок распред.пит.с мониторингом C3, 3 фазы, 16А, С13-36, С19-6, 3 авт., вх.IEC 309, каб.3м	0.0	шт.	129200.0	0.0		24.11.2022	4575	0.33	86600.0	0.0																																																		
2567	C3.PS3001	Стоечный переключатель нагрузки C3, 1U, 230В, 16А, вход C20-2, выход С13-8, C19-1	0.0	шт.	96100.0	0.0		24.11.2022	4575	0.33	64400.0	0.0																																																		
2568	C3.PS3101	Сетевая карта SNMP для переключателя нагрузки	0.0	шт.	20300.0	0.0		24.11.2022	4575	0.33	13600.0	0.0																																																		
2569	C3.PV2003	Блок распред.пит. C3 верт., 1 фаза, 32А, С13-36, C19-12, Schuko-3, 2 авт., вх.IEC 309, каб.2,5м	0.0	шт.	62100.0	0.0		24.11.2022	4575	0.33	41600.0	0.0																																																		
2570	C3.OH1003	Органайзер кабельный C3 гориз., 5 металл.колец, 1U	0.0	шт.	1400.0	0.0		24.11.2022	4575	0.33	940.0	0.0																																																		
2571	C3.BP2001	Панель-заглушка C3 пластик., 1U, быстросъемн.	0.0	шт.	400.0	0.0		24.11.2022	4575	0.33	270.0	0.0																																																		
2572	C3.RP4837	Шкаф телекоммуникационный C3 48U 600х1200, черный, дверь перф.	1.0	шт.	122600.0	122600.0		01.07.2022	4576	0.33	82100.0	82100.0																																																		
2573	C3.PA1022	Блок распред.пит. C3 гориз., 1U, 1 фаза, 16А, С13-9, вх.С14,каб.2,5м	2.0	шт.	15000.0	30000.0		01.07.2022	4576	0.33	10100.0	20200.0																																																		
2574	C3.PA1012	Блок распред.пит. C3 гориз., 1U, 1 фаза, 16А, Schuko-9, вх.C14,каб.2,5м	2.0	шт.	8000.0	16000.0		01.07.2022	4576	0.33	5350.0	10700.0																																																		
2575	C3.OH1003	Органайзер кабельный C3 гориз., 5 металл.колец, 1U	4.0	шт.	1400.0	5600.0		01.07.2022	4576	0.33	940.0	3760.0																																																		
2576	C3.FR3029	Модуль вентиляторный в крышу черный, 2 вентилятора, с термостатом	2.0	шт.	10800.0	21600.0		01.07.2022	4576	0.33	7200.0	14400.0																																																		
2577	C3.GR1006	Комплект заземления C3 д/шкафа, гориз. (шина, 15 проводов, крепеж)	2.0	шт.	6200.0	12400.0		01.07.2022	4576	0.33	4150.0	8300.0																																																		
2578	C3.FS1002	Комплект крепежа C3 винт-гайка-шайба, д/установки в шкаф, M6, 60 шт.	3.0	шт.	1500.0	4500.0		01.07.2022	4576	0.33	1010.0	3030.0																																																		
2579	C3.GR2008	Комплект заземления для шкафов серии C3.RP3	1.0	шт.	1700.0	1700.0		01.07.2022	4576	0.33	1000.0	1000.0																																																		
2580	C3.CE2007	Щеточный ввод для установки в шкаф C3.RP3, 150х100мм	2.0	шт.	1300.0	2600.0		01.07.2022	4576	0.33	870.0	1740.0																																																		
2581	C3.OV3121	Кабельный органайзер C3 верт. 48U, ширина 60 мм, со стяжками, черный	1.0	шт.	3000.0	3000.0		01.07.2022	4576	0.33	2000.0	2000.0																																																		
2582	C3.UM3010	Модульное шасси ИБП C3 11U д.установки 3 модулей 10кВА, макс мощность 30кВА\кВт, LCD,  статический байпас, сервисный байпас, RS-232, RS-485, EPO, SNMPSlot, сухие контакты	1.0	шт.	408100.0	408100.0		01.07.2022	4576	0.33	273427.0	273427.0																																																		
2583	C3.UMM015	Силовой модуль C3 15 кВА, 230/400V, мультифазн., зарядное утройство 6А	2.0	шт.	310400.0	620800.0		01.07.2022	4576	0.33	208000.0	416000.0																																																		
2584	C3.UPB078	"Батарейный шкаф C3 с АКБ 12-75 (480В):
- 40 шт. АКБ HRL 12-75 (75Ач), технология AGM,
- комплект соединительных перемычек,
- комплект батарейных предохранителей,
- батарейный шкаф БК900 с усиленными полками,
Габариты (ШхГхВ): 900 x 725 х 1800 мм, Вес: 1113 кг"	1.0	шт.	1418100.0	1418100.0		01.07.2022	4576	0.33	950200.0	950200.0																																																		
2585	C3.RF4202	Шкаф C3 42U 600*1200, черный, дверь перф.	4.0	шт.	178700.0	714800.0		30.06.2022	4578	0.33	119700.0	478800.0																																																		
2586	C3.PV2005	Блок распред.пит. C3 верт., 3 фазы, 32А, С13-24, C19-12, Schuko-3, 6 авт., вх.IEC 309, каб.2,5м	8.0	шт.	71600.0	572800.0		30.06.2022	4578	0.33	48000.0	384000.0																																																		
2587	C3.PV2007	Блок распред.пит. C3 верт., 3 фазы, 32А, С13-24, C19-12, Schuko-3, 6 авт., индикац., вх.IEC 309, каб.2,5м	0.0	шт.	85800.0	0.0		30.06.2022	4578	0.33	57500.0	0.0																																																		
2588	C3.PM4005	Блок распред.пит.с мониторингом C3, 3 фазы, 32А, С13-24, С19-6, разъем.с фикс, 6 авт., вх.IEC 309, каб.3м	0.0	шт.	118900.0	0.0		30.06.2022	4578	0.33	79700.0	0.0																																																		
2589	C3.PM4006	Блок распред.пит.с мониторингом C3, 3 фазы, 32А, С13-36, С19-6, 6 авт., вх.IEC 309, каб.3м	0.0	шт.	123600.0	0.0		30.06.2022	4578	0.33	82800.0	0.0																																																		
2590	C3.PM4007	Блок распред.пит.с мониторингом C3, 3 фазы, 32А, С13-30, С19-12, 6 авт., вх.IEC 309, каб.3м	0.0	шт.	125900.0	0.0		30.06.2022	4578	0.33	84400.0	0.0																																																		
2591	C3.PS4004	БРП управляемый C3, 3 фазы, 32А, С13-21, С19-3, 6 авт., вх.IEC 309, каб.3м	0.0	шт.	149700.0	0.0		30.06.2022	4578	0.33	100300.0	0.0																																																		
2592	C3.PS3001	Стоечный переключатель нагрузки C3, 1U, 230В, 16А, вход C20-2, выход С13-8, C19-1	0.0	шт.	96100.0	0.0		30.06.2022	4578	0.33	64400.0	0.0																																																		
2593	C3.PS3101	Сетевая карта SNMP для переключателя нагрузки	0.0	шт.	20300.0	0.0		30.06.2022	4578	0.33	13600.0	0.0																																																		
2594	C3.OV2001	Органайзер кабельный C3 верт., 8 металл.колец, 17U, (1компл.=2шт.)	0.0	шт.	16200.0	0.0		30.06.2022	4578	0.33	10900.0	0.0																																																		
2595	C3.OH1003	Органайзер кабельный C3 гориз., 5 металл.колец, 1U	0.0	шт.	1400.0	0.0		30.06.2022	4578	0.33	940.0	0.0																																																		
2596	C3.PM0001	Датчик температура/влажность	0.0	шт.	4400.0	0.0		30.06.2022	4578	0.33	2950.0	0.0																																																		
2597	C3.BP2001	Панель-заглушка C3 пластик., 1U, быстросъемн.	0.0	шт.	400.0	0.0		30.06.2022	4578	0.33	270.0	0.0																																																		
2598	C3.BP2009	Панель-заглушка C3 пластик., 1U, быстросъемн.	150.0	шт.	400.0	60000.0		08.11.2022	4579	0.36	260.0	39000.0																																																		
2599	C3.TD1003	Стяжка Velcro, L=4500 мм, черная, 1 шт.	25.0	шт.	6000.0	150000.0		08.11.2022	4579	0.36	3840.0	96000.0																																																		
2600	C3.RFBR01	Щеточный ввод в крышу шкафа C3.RL	100.0	шт.	1180.0	118000.0		08.11.2022	4579	0.36	760.0	76000.0																																																		
2601	C3.PS4005	БРП управляемый C3, 3 фазы, 32А, С13-24, С19-12, 3 авт., вх.IEC 309, каб.3м	25.0	шт.	159700.0	3992500.0		08.11.2022	4579	0.36	102200.0	2555000.0																																																		
2602	C3.RL4802	Шкаф C3 ECO 48U 600*1200, черный, дверь перф.	25.0	шт.	146300.0	3657500.0		08.11.2022	4579	0.36	93600.0	2340000.0																																																		
2603	C3.RP4235_13	Шкаф телекоммуникационный C3 42U 600х1000, черный, дверь стекло. спереди, перф. дверь сзади	1.0	шт.	108200.0	108200.0		21.10.2022	4580	0.33	72500.0	72500.0																																																		
2604	C3.GR2008	Комплект заземления для шкафов серии C3.RP3	1.0	шт.	1700.0	1700.0		21.10.2022	4580	0.33	1150.0	1150.0																																																		
2605	C3.FR3015	"Модуль вентиляторный с контроллером 19"", 3 вентилятора, черный"	1.0	шт.	22200.0	22200.0		21.10.2022	4580	0.33	14900.0	14900.0																																																		
2606	C3.CE2007	Щеточный ввод для установки в шкаф C3.RP3, 150х100мм	3.0	шт.	1300.0	3900.0		21.10.2022	4580	0.33	900.0	2700.0																																																		
2607	C3.OH1001	Органайзер кабельный C3 гориз., 5 пласт.колец, 1U	2.0	шт.	1600.0	3200.0		21.10.2022	4580	0.33	1070.0	2140.0																																																		
2608	C3.PH2015	Блок распред. пит. С3 гориз., 1U, 220В, 16А, Schuko-8, 1 авт., вх. C20, черный	4.0	шт.	19400.0	77600.0		21.10.2022	4580	0.33	13000.0	52000.0																																																		
2609	C3.SH0112	"Полка 19"" фиксированная, 750мм., перфорированная,  серая"	2.0	шт.	4000.0	8000.0		21.10.2022	4580	0.33	2700.0	5400.0																																																		
2610	C3.GR1002	Шина заземления медн.гориз. C3 1U, 18 отв.д/подкл.оборуд., 2 отв.д/подкл.к сист.заземл.	5.0	шт.	4500.0	22500.0		01.07.2022	4581	0.33	3020.0	15100.0																																																		
2611	C3.FS1001	Комплект крепежа C3 винт-гайка-шайба, д/установки в шкаф, M6, 32 шт.	5.0	шт.	900.0	4500.0		01.07.2022	4581	0.33	600.0	3000.0																																																		
2612	C3.OH2003	"Кабельный органайзер горизонтальный с отверстиями 19"", 1U, черный"	3.0	шт.	910.0	2730.0		01.07.2022	4581	0.33	610.0	1830.0																																																		
2613	C3.PD1003	"Панель монтажная 19"" с DIN-рейкой и крышкой, черная 3U"	6.0	шт.	3000.0	18000.0		01.07.2022	4581	0.33	2010.0	12060.0																																																		
2614	C3.PH2007	Блок распред. пит. С3 гориз., 1U, 220В, 10А, Schuko-8, вх. C14, с выкл., черный	5.0	шт.	3400.0	17000.0		01.07.2022	4581	0.33	2280.0	11400.0																																																		
2615	C3.RP4253	Шкаф телекоммуникационный C3 42U 600*800, черный, дверь стекло	5.0	шт.	104300.0	521500.0		01.07.2022	4581	0.33	69900.0	349500.0																																																		
2616	C3.CE2003	Щеточный ввод для установки в шкаф C3.RP, черный	5.0	шт.	1900.0	9500.0		01.07.2022	4581	0.33	1270.0	6350.0																																																		
2617	C3.GR2001	Комплект заземления для шкафов C3.RP	5.0	шт.	1150.0	5750.0		01.07.2022	4581	0.33	770.0	3850.0																																																		
2618	C3.FR3029	Модуль вентиляторный в крышу черный, 2 вентилятора, с термостатом	10.0	шт.	10800.0	108000.0		01.07.2022	4581	0.33	7200.0	72000.0																																																		
2619	C3.FS1001	Комплект крепежа C3 винт-гайка-шайба, д/установки в шкаф, M6, 32 шт.	10.0	шт.	900.0	9000.0		01.07.2022	4581	0.33	600.0	6000.0																																																		
2620	C3.PH2007	Блок распред. пит. С3 гориз., 1U, 220В, 10А, Schuko-8, вх. C14, с выкл., черный	10.0	шт.	3400.0	34000.0		01.07.2022	4581	0.33	2280.0	22800.0																																																		
2621	C3.RP4253	Шкаф телекоммуникационный C3 42U 600*800, черный, дверь стекло	10.0	шт.	104300.0	1043000.0		01.07.2022	4581	0.33	69900.0	699000.0																																																		
2622	C3.CE2003	Щеточный ввод для установки в шкаф C3.RP, черный	10.0	шт.	1900.0	19000.0		01.07.2022	4581	0.33	1270.0	12700.0																																																		
2623	C3.GR2001	Комплект заземления для шкафов C3.RP	10.0	шт.	1150.0	11500.0		01.07.2022	4581	0.33	770.0	7700.0																																																		
2624	C3.FR3029	Модуль вентиляторный в крышу черный, 2 вентилятора, с термостатом	20.0	шт.	10800.0	216000.0		01.07.2022	4581	0.33	7200.0	144000.0																																																		
2625	C3.FS1001	Комплект крепежа C3 винт-гайка-шайба, д/установки в шкаф, M6, 32 шт.	2.0	шт.	900.0	1800.0		01.07.2022	4581	0.33	600.0	1200.0																																																		
2626	C3.RP4253	Шкаф телекоммуникационный C3 42U 600*800, черный, дверь стекло	2.0	шт.	104300.0	208600.0		01.07.2022	4581	0.33	69900.0	139800.0																																																		
2627	C3.CE2003	Щеточный ввод для установки в шкаф C3.RP, черный	2.0	шт.	1900.0	3800.0		01.07.2022	4581	0.33	1270.0	2540.0																																																		
2628	C3.GR2001	Комплект заземления для шкафов C3.RP	2.0	шт.	1150.0	2300.0		01.07.2022	4581	0.33	770.0	1540.0																																																		
2629	C3.FR3029	Модуль вентиляторный в крышу черный, 2 вентилятора, с термостатом	4.0	шт.	10800.0	43200.0		01.07.2022	4581	0.33	7200.0	28800.0																																																		
2630	C3.FS1001	Комплект крепежа C3 винт-гайка-шайба, д/установки в шкаф, M6, 32 шт.	1.0	шт.	900.0	900.0		01.07.2022	4581	0.33	600.0	600.0																																																		
2631	C3.OH2003	"Кабельный органайзер горизонтальный с отверстиями 19"", 1U, черный"	3.0	шт.	910.0	2730.0		01.07.2022	4581	0.33	610.0	1830.0																																																		
2632	C3.PD1003	"Панель монтажная 19"" с DIN-рейкой и крышкой, черная 3U"	7.0	шт.	3000.0	21000.0		01.07.2022	4581	0.33	2010.0	14070.0																																																		
2633	C3.RP4253	Шкаф телекоммуникационный C3 42U 600*800, черный, дверь стекло	1.0	шт.	104300.0	104300.0		01.07.2022	4581	0.33	69900.0	69900.0																																																		
2634	C3.CE2003	Щеточный ввод для установки в шкаф C3.RP, черный	1.0	шт.	1900.0	1900.0		01.07.2022	4581	0.33	1270.0	1270.0																																																		
2635	C3.GR2001	Комплект заземления для шкафов C3.RP	1.0	шт.	1150.0	1150.0		01.07.2022	4581	0.33	770.0	770.0																																																		
2636	C3.FR3029	Модуль вентиляторный в крышу черный, 2 вентилятора, с термостатом	2.0	шт.	10800.0	21600.0		01.07.2022	4581	0.33	7200.0	14400.0																																																		
2637	C3.FS1001	Комплект крепежа C3 винт-гайка-шайба, д/установки в шкаф, M6, 32 шт.	1.0	шт.	900.0	900.0		01.07.2022	4581	0.33	600.0	600.0																																																		
2638	C3.RP4253	Шкаф телекоммуникационный C3 42U 600*800, черный, дверь стекло	1.0	шт.	104300.0	104300.0		01.07.2022	4581	0.33	69900.0	69900.0																																																		
2639	C3.CE2003	Щеточный ввод для установки в шкаф C3.RP, черный	1.0	шт.	1900.0	1900.0		01.07.2022	4581	0.33	1270.0	1270.0																																																		
2640	C3.GR2001	Комплект заземления для шкафов C3.RP	1.0	шт.	1150.0	1150.0		01.07.2022	4581	0.33	770.0	770.0																																																		
2641	C3.FR3029	Модуль вентиляторный в крышу черный, 2 вентилятора, с термостатом	2.0	шт.	10800.0	21600.0		01.07.2022	4581	0.33	7200.0	14400.0																																																		
2642	C3.IX3025_13	Кондиционер прецизионный C3 25кВт, 300*1200*2000, внутрирядный, фреон, внешний блок в компл., низкотемпературный комплект	1.0	шт.	2744700.0	2744700.0		01.07.2022	4582	0.33	1838900.0	1838900.0																																																		
2643	C3.IX3025_1	Кондиционер прецизионный C3 25кВт, 300*2000*1200, внутрирядный, фреон, внешний блок в компл. низкотемпературный комплект	2.0	шт.	3993500.0	7987000.0		01.07.2022	4583	0.33	2675600.0	5351200.0																																																		
2644	C3.IX3025_11	Кондиционер прецизионный C3 25кВт, 300*2000*1200, внутрирядный, фреон, внешний блок в компл. низкотемпературный комплект, пароувлажнение	2.0	шт.	4217500.0	8435000.0		01.07.2022	4583	0.33	2825700.0	5651400.0																																																		
2645	C3.RF4809_4	Шкаф C3 48U 800*1200, черный, дверь перф., без крыши	13.0	шт.	233500.0	3035500.0		01.07.2022	4584	0.33	156400.0	2033200.0																																																		
2646	C3.RFR803	Съемная крыша для шкафа RF 800х1200мм с возможностью установки вентмодуля	13.0	шт.	14700.0	191100.0		01.07.2022	4584	0.33	9800.0	127400.0																																																		
2647	C3.FR3025	Модуль вентиляторный в крышу, 2 вентилятора, черный	13.0	шт.	8800.0	114400.0		01.07.2022	4584	0.33	5900.0	76700.0																																																		
2648	C3.OP4801	Органайзер кабельный C3 48U вертик., с пальцами 106мм	26.0	шт.	13700.0	356200.0		01.07.2022	4584	0.33	9200.0	239200.0																																																		
2649	C3.OH1003	Органайзер кабельный C3 гориз., 5 металл.колец, 1U	52.0	шт.	1400.0	72800.0		01.07.2022	4584	0.33	940.0	48880.0																																																		
2650	C3.OH1010	Органайзер кабельный C3 гориз., пластик. пальцы с крышкой, 1U	13.0	шт.	6600.0	85800.0		01.07.2022	4584	0.33	4420.0	57460.0																																																		
2651	C3.PM4003	Блок распред.пит.с мониторингом C3, 1 фаза, 32А, С13-36, С19-6, 2 авт., вх.IEC 309, каб.3м	26.0	шт.	104500.0	2717000.0		01.07.2022	4584	0.33	70000.0	1820000.0																																																		
2652	C3.PM0001	Датчик температура/влажность	13.0	шт.	4400.0	57200.0		01.07.2022	4584	0.33	2950.0	38350.0																																																		
2653	C3.PM0002	Датчик контроля двери	13.0	шт.	2100.0	27300.0		01.07.2022	4584	0.33	1410.0	18330.0																																																		
2654	C3.PM0003	Датчик дымообнаружения	13.0	шт.	6500.0	84500.0		01.07.2022	4584	0.33	4360.0	56680.0																																																		
2655	C3.PM0005	Модуль расширения портов датчиков	13.0	шт.	15000.0	195000.0		01.07.2022	4584	0.33	10100.0	131300.0																																																		
2656	C3.BP2001	Панель-заглушка C3 пластик., 1U, быстросъемн.	65.0	шт.	400.0	26000.0		01.07.2022	4584	0.33	270.0	17550.0																																																		
2657	C3.RF4209_4	Шкаф C3 42U 800*1200, черный, дверь перф., без крыши	1.0	шт.	194000.0	194000.0		01.07.2022	4584	0.33	130000.0	130000.0																																																		
2658	C3.RFR803	Съемная крыша для шкафа RF 800х1200мм с возможностью установки вентмодуля	1.0	шт.	14700.0	14700.0		01.07.2022	4584	0.33	9800.0	9800.0																																																		
2659	C3.FR3025	Модуль вентиляторный в крышу, 2 вентилятора, черный	1.0	шт.	8800.0	8800.0		01.07.2022	4584	0.33	5900.0	5900.0																																																		
2660	C3.OP4201	Органайзер кабельный C3 42U вертик., с пальцами 106мм	1.0	шт.	12900.0	12900.0		01.07.2022	4584	0.33	8600.0	8600.0																																																		
2661	C3.OH1003	Органайзер кабельный C3 гориз., 5 металл.колец, 1U	1.0	шт.	1400.0	1400.0		01.07.2022	4584	0.33	940.0	940.0																																																		
2662	C3.OH1010	Органайзер кабельный C3 гориз., пластик. пальцы с крышкой, 1U	1.0	шт.	6600.0	6600.0		01.07.2022	4584	0.33	4420.0	4420.0																																																		
2663	C3.PM4003	Блок распред.пит.с мониторингом C3, 1 фаза, 32А, С13-36, С19-6, 2 авт., вх.IEC 309, каб.3м	1.0	шт.	104500.0	104500.0		01.07.2022	4584	0.33	70000.0	70000.0																																																		
2664	C3.PM0001	Датчик температура/влажность	1.0	шт.	4400.0	4400.0		01.07.2022	4584	0.33	2950.0	2950.0																																																		
2665	C3.PM0002	Датчик контроля двери	1.0	шт.	2100.0	2100.0		01.07.2022	4584	0.33	1410.0	1410.0																																																		
2666	C3.PM0003	Датчик дымообнаружения	1.0	шт.	6500.0	6500.0		01.07.2022	4584	0.33	4360.0	4360.0																																																		
2667	C3.PM0005	Модуль расширения портов датчиков	1.0	шт.	15000.0	15000.0		01.07.2022	4584	0.33	10100.0	10100.0																																																		
2668	C3.BP2001	Панель-заглушка C3 пластик., 1U, быстросъемн.	5.0	шт.	400.0	2000.0		01.07.2022	4584	0.33	270.0	1350.0																																																		
2669	C3.PS3001	Стоечный переключатель нагрузки C3, 1U, 230В, 16А, вход C20-2, выход С13-8, C19-1	0.0	шт.	96100.0	0.0		01.07.2022	4584	0.33	64400.0	0.0																																																		
2670	C3.PS3101	Сетевая карта SNMP для переключателя нагрузки	0.0	шт.	20300.0	0.0		01.07.2022	4584	0.33	13600.0	0.0																																																		
2671	C3.OV2001	Органайзер кабельный C3 верт., 8 металл.колец, 17U, (1компл.=2шт.)	0.0	шт.	16200.0	0.0		01.07.2022	4584	0.33	10900.0	0.0																																																		
2672	C3.PM0001	Датчик температура/влажность	0.0	шт.	4400.0	0.0		01.07.2022	4584	0.33	2950.0	0.0																																																		
2673	C3.SB0027	C3 Solutions Силовой шнур, C13 – C14, 1.2 м, c фиксирующим элементом на шнуре,  со стороны подключения шнура к оборудованию,  цвет красный	1.0	шт.	1900.0	1900.0		05.07.2022	4585	0.33	1300.0	1300.0																																																		
2674	C3.SB0029	C3 Solutions Силовой шнур, C19 – C20, 1,2 м, c фиксирующим элементом на шнуре,  со стороны подключения шнура к оборудованию, цвет красный	1.0	шт.	1900.0	1900.0		05.07.2022	4585	0.33	1300.0	1300.0																																																		
2675	C3.SB0021	Силовой шнур, C13 – C14, 2 м, c фиксирующим элементом на шнуре,  со стороны подключения шнура к оборудованию,  цвет красный	1.0	шт.	2300.0	2300.0		05.07.2022	4585	0.33	1550.0	1550.0																																																		
2676	C3.SH1003	Полка д/размещ.оборуд.C3 консольная, 2U, 25 кг	1.0	шт.	3100.0	3100.0		05.07.2022	4585	0.33	2080.0	2080.0																																																		
2677	C3.BP2001	Панель-заглушка C3 пластик., 1U, быстросъемн.	1.0	шт.	400.0	400.0		05.07.2022	4585	0.33	270.0	270.0																																																		
